n_patients,n_positive,positive_rate,auc,ap,country_iso,wb_group,top_feature_1_name,top_feature_1_importance,top_feature_2_name,top_feature_2_importance,top_feature_3_name,top_feature_3_importance,top_feature_4_name,top_feature_4_importance,top_feature_5_name,top_feature_5_importance,top_feature_6_name,top_feature_6_importance,top_feature_7_name,top_feature_7_importance,top_feature_8_name,top_feature_8_importance,top_feature_9_name,top_feature_9_importance,top_feature_10_name,top_feature_10_importance
18,5.0,0.2777777777777778,0.6615384615384615,0.6282051282051282,AT,2,admission_prior,0.114987426,has_bile_spilt,0.07491429,pre_urgency_Elective,0.07164309,asa,0.05872692,hist_ac,0.057976075,op_cbd_explore_No,0.057392366,frailty,0.056033272,pre_indication_tg,0.0548044,has_bleeding,0.052422844,op_performed_stc_nan,0.049129188
18,0.0,0.0,,,KW,2,has_bleeding,0.09400411,op_anaes_regional_Spine-related,0.08578469,admission_prior,0.08213216,pre_urgency_Elective,0.080473445,asa,0.071540296,age_years,0.070587836,op_performed_stc_nan,0.06367079,op_contam,0.058511283,bmi,0.04763356,pre_indication_tg,0.04328609
17,6.0,0.35294117647058826,0.6212121212121212,0.49081196581196584,BG,1,admission_prior,0.10004566,pre_urgency_Elective,0.07818055,has_bile_spilt,0.06090017,asa,0.056035165,op_performed_stc_nan,0.055444185,pre_indication_tg,0.0539486,op_nassar,0.0535031,op_cbd_explore_No,0.051326104,comorb_n,0.05029067,has_bleeding,0.050142657
17,0.0,0.0,,,DO,1,op_nassar,0.17596687,op_cvs_to,0.15441924,comorb_n,0.13635801,admission_prior,0.09962009,has_stones_spilt,0.08750935,op_contam,0.056858357,has_bile_spilt,0.051162396,hist_ac,0.04300689,frailty,0.040613145,pre_urgency_Elective,0.03156609
16,5.0,0.3125,0.8545454545454545,0.8433333333333334,RO,2,op_nassar,0.10518569,admission_prior,0.08119625,comorb_n,0.07952395,pre_urgency_Elective,0.06987254,op_cvs_to,0.069285735,op_contam,0.05902351,frailty,0.056599014,pre_indication_tg,0.05358316,has_bile_spilt,0.04920328,hist_ac,0.048122153
16,0.0,0.0,,,NL,2,admission_prior,0.098041534,pre_urgency_Elective,0.07910748,has_bile_spilt,0.06735228,op_cbd_explore_No,0.067243114,frailty,0.06459002,pre_indication_tg,0.06455309,op_nassar,0.061893877,hist_ac,0.058252305,comorb_n,0.055125024,asa,0.054613918
16,1.0,0.0625,0.9333333333333333,0.5,IE,2,admission_prior,0.09958712,pre_urgency_Elective,0.07050386,has_bleeding,0.06984957,asa,0.063116126,has_bile_spilt,0.06291009,op_performed_stc_nan,0.05679354,age_years,0.054702196,op_contam,0.052074973,op_anaes_regional_Spine-related,0.051029745,hist_ac,0.045253303
15,4.0,0.26666666666666666,0.8863636363636362,0.8611111111111112,PS,1,admission_prior,0.10330793,pre_urgency_Elective,0.0665573,has_bleeding,0.064061046,has_bile_spilt,0.06213456,asa,0.058000132,op_nassar,0.05614561,op_performed_stc_nan,0.05402353,op_cbd_explore_No,0.053744636,comorb_n,0.05049893,age_years,0.050059177
14,4.0,0.2857142857142857,0.5499999999999999,0.34851190476190474,FR,2,admission_prior,0.12195317,has_bile_spilt,0.08324247,hist_ac,0.0696717,frailty,0.06644382,pre_urgency_Elective,0.06597968,op_cbd_explore_No,0.06372964,pre_indication_tg,0.058490843,asa,0.05784283,comorb_n,0.056741077,op_nassar,0.056712322
13,0.0,0.0,,,KZ,1,op_cvs_to,0.15793456,op_nassar,0.1290016,comorb_n,0.12001179,admission_prior,0.07836996,op_anaes_regional_Spine-related,0.07590257,has_stones_spilt,0.061507702,op_contam,0.047778454,has_bleeding,0.043453354,asa,0.04021398,pre_urgency_Elective,0.034520723
13,2.0,0.15384615384615385,0.7272727272727273,0.3333333333333333,BE,2,admission_prior,0.09996842,has_bleeding,0.08699799,pre_urgency_Elective,0.08476254,op_performed_stc_nan,0.07834816,asa,0.070252046,age_years,0.06729404,op_anaes_regional_Spine-related,0.06309022,has_bile_spilt,0.05584292,op_contam,0.05093237,op_operator_cons_General,0.04855381
12,1.0,0.08333333333333333,0.9090909090909091,0.5,NO,2,op_cvs_to,0.1443279,comorb_n,0.10938018,op_nassar,0.10652021,admission_prior,0.10113577,has_bile_spilt,0.05314574,pre_urgency_Elective,0.050620366,has_stones_spilt,0.04931979,hist_ac,0.04443809,frailty,0.04398157,op_contam,0.043903813
12,0.0,0.0,,,AE,2,admission_prior,0.0972184,op_cvs_to,0.08884743,op_nassar,0.08324579,comorb_n,0.079657264,has_stones_spilt,0.07326218,op_contam,0.061595608,has_bile_spilt,0.055073246,pre_urgency_Elective,0.054301534,asa,0.049037937,has_bleeding,0.04772575
12,3.0,0.25,0.2222222222222222,0.21574074074074073,IQ,1,admission_prior,0.11327797,op_cvs_to,0.08331325,has_bile_spilt,0.07314006,op_performed_stc_nan,0.070063144,pre_urgency_Elective,0.06389219,asa,0.054210093,comorb_n,0.05129114,hist_ac,0.04906192,has_bleeding,0.048436105,op_nassar,0.047536787
12,4.0,0.3333333333333333,0.75,0.7321428571428572,CY,2,admission_prior,0.0981018,pre_urgency_Elective,0.081696026,has_bile_spilt,0.06337937,asa,0.05866608,pre_indication_tg,0.058178853,op_cbd_explore_No,0.057320982,has_bleeding,0.05628815,op_performed_stc_nan,0.054664668,frailty,0.054506216,hist_ac,0.048353296
12,2.0,0.16666666666666666,0.75,0.41666666666666663,LB,0,op_nassar,0.12700088,admission_prior,0.10861548,comorb_n,0.09006047,op_cvs_to,0.070607476,has_bile_spilt,0.06604072,hist_ac,0.05679093,pre_urgency_Elective,0.056459624,frailty,0.056261465,op_contam,0.05605707,asa,0.051373895
11,1.0,0.09090909090909091,0.6,0.2,SO,0,op_anaes_regional_Spine-related,0.15670954,op_anaes_inhaled_Sevoflurane,0.15519036,age_years,0.14352965,has_bleeding,0.14181398,asa,0.08013214,admission_prior,0.060818728,op_performed_stc_nan,0.059492175,op_contam,0.052559193,has_bile_spilt,0.038571287,pre_urgency_Elective,0.03488723
11,1.0,0.09090909090909091,0.30000000000000004,0.125,TH,1,has_bleeding,0.10169161,admission_prior,0.096198075,pre_urgency_Elective,0.08483887,op_anaes_regional_Spine-related,0.08274286,age_years,0.079141624,op_performed_stc_nan,0.0753467,asa,0.073531695,op_contam,0.054576002,has_bile_spilt,0.05009156,bmi,0.041865718
11,1.0,0.09090909090909091,1.0,1.0,AZ,1,op_nassar,0.19029355,comorb_n,0.09806793,pre_urgency_Elective,0.0750846,admission_prior,0.06867327,op_contam,0.057600107,asa,0.056688286,pre_indication_tg,0.055557087,op_cvs_to,0.055380452,bmi,0.050127424,frailty,0.042361733
11,4.0,0.36363636363636365,0.9285714285714286,0.9166666666666666,DZ,0,admission_prior,0.10671517,comorb_n,0.07292116,op_nassar,0.072508566,has_bile_spilt,0.072319336,hist_ac,0.06605878,op_cvs_to,0.065245375,frailty,0.060474798,op_cbd_explore_No,0.060109403,pre_urgency_Elective,0.05900145,op_contam,0.052786693
11,0.0,0.0,,,QA,2,has_bleeding,0.1254365,op_anaes_regional_Spine-related,0.12292102,age_years,0.110708244,asa,0.08134199,admission_prior,0.07837022,op_performed_stc_nan,0.0751545,pre_urgency_Elective,0.06610296,op_contam,0.059873167,op_anaes_inhaled_Sevoflurane,0.056918606,has_bile_spilt,0.04218721
10,4.0,0.4,0.875,0.8928571428571428,ID,1,op_cvs_to,0.16607697,admission_prior,0.10571386,has_bile_spilt,0.06396333,has_stones_spilt,0.061754923,comorb_n,0.060132645,pre_urgency_Elective,0.055343352,op_performed_stc_nan,0.048775025,op_nassar,0.044905715,asa,0.044756,has_bleeding,0.03838564
10,0.0,0.0,,,PY,1,admission_prior,0.07872696,pre_urgency_Elective,0.07763142,op_nassar,0.06484215,pre_indication_tg,0.060224675,asa,0.055987615,op_contam,0.055227578,has_bleeding,0.054880332,frailty,0.0544179,op_cbd_explore_No,0.05418368,comorb_n,0.05305484
10,1.0,0.1,1.0,1.0,EC,1,admission_prior,0.09235807,pre_urgency_Elective,0.08668643,op_cbd_explore_No,0.06994197,pre_indication_tg,0.06868504,frailty,0.061017167,has_bile_spilt,0.058278777,op_nassar,0.056651264,asa,0.053204603,comorb_n,0.050515037,op_contam,0.0501919
8,4.0,0.5,0.6875,0.7928571428571428,NG,0,op_anaes_inhaled_Sevoflurane,0.09887333,admission_prior,0.09790564,op_cvs_to,0.06345178,has_bile_spilt,0.062295653,pre_urgency_Elective,0.057377327,has_bleeding,0.056668647,asa,0.052417457,op_nassar,0.050365392,comorb_n,0.04935875,op_performed_stc_nan,0.045760445
8,1.0,0.125,0.5714285714285714,0.25,SG,2,admission_prior,0.092988186,pre_urgency_Elective,0.08875788,has_bleeding,0.08475696,op_performed_stc_nan,0.06771635,asa,0.06699127,op_anaes_regional_Spine-related,0.06573992,age_years,0.06206796,op_contam,0.055101223,pre_indication_tg,0.053162903,has_bile_spilt,0.049647603
7,2.0,0.2857142857142857,0.5,0.6428571428571428,JP,2,op_performed_stc_nan,0.12804915,admission_prior,0.12184091,has_bleeding,0.10031736,asa,0.077091284,has_bile_spilt,0.07600451,op_anaes_inhaled_Sevoflurane,0.07351171,pre_urgency_Elective,0.06797437,age_years,0.058341008,op_operator_cons_General,0.049018808,op_anaes_regional_Spine-related,0.043052252
7,1.0,0.14285714285714285,0.0,0.14285714285714285,KE,0,admission_prior,0.07758193,has_bleeding,0.076992564,op_anaes_regional_Spine-related,0.06867497,asa,0.06644798,op_nassar,0.06447721,op_contam,0.061149556,pre_urgency_Elective,0.05997187,age_years,0.057947356,op_performed_stc_nan,0.057541158,comorb_n,0.056490846
7,2.0,0.2857142857142857,0.2,0.26785714285714285,MT,2,admission_prior,0.107835695,pre_urgency_Elective,0.091867074,pre_indication_tg,0.072009854,has_bile_spilt,0.06728972,op_cbd_explore_No,0.066186756,op_performed_stc_nan,0.06351922,asa,0.06320285,frailty,0.06125495,hist_ac,0.051815383,op_operator_cons_General,0.046993937
6,0.0,0.0,,,UY,2,has_bleeding,0.099963106,age_years,0.08842438,admission_prior,0.0881204,op_anaes_regional_Spine-related,0.08178855,asa,0.07305158,op_performed_stc_nan,0.071470074,pre_urgency_Elective,0.066825815,op_anaes_inhaled_Sevoflurane,0.059954192,op_contam,0.054243613,has_bile_spilt,0.053888828
6,1.0,0.16666666666666666,0.4,0.25,GH,0,has_bleeding,0.080693506,pre_urgency_Elective,0.07598295,op_anaes_regional_Spine-related,0.0733741,admission_prior,0.070427276,asa,0.06594034,op_performed_stc_nan,0.062549636,age_years,0.061090816,op_contam,0.060954686,bmi,0.05429941,pre_indication_tg,0.04922155
6,0.0,0.0,,,MK,1,op_anaes_regional_Spine-related,0.1400264,has_bleeding,0.13354367,age_years,0.110677965,asa,0.085582025,admission_prior,0.08256996,op_performed_stc_nan,0.07406032,pre_urgency_Elective,0.069805674,op_contam,0.054039646,op_anaes_inhaled_Sevoflurane,0.0517496,has_bile_spilt,0.039728537
